"GEOID","B01001_001","B25001_001","B26001_001","pctpeopleunemployed","pctwithwhitecollarjob","avgHoursWorked","pctFullEmployedEntire12mos","pctProlongedUnemployment","pctWorkersDisabled","pctWorkersInPoverty","medEarnings","pctFullYearFTE","pctEmployerHealthInsurance","earningsLTE1250","earningsGT3333","medWorkerAge","employment_score","employment_rnk","job_barrier_score","job_stability_score","earnings_benefits_score","employment_state_rnk","NAME"
"01001",58239,24170,547,2.72958257713249,38.0735186115728,39.8,72.2153103044497,27.6309517504369,8.28027965472796,6.17505761043628,35.154,43.4076904910149,50.0324817838645,18.9484256954452,49.7707323463907,39.6,112.22,73.4890965732087,92.74,113.45,112.05,92.4242424242424,"Autauga County, Alabama"
"01003",227131,121763,2926,3.66849448439925,36.0774957601541,39.4,69.4874067297521,23.4030905335075,5.49137159391328,5.17704365203272,35.999,41.9087723879785,47.0952442508882,19.6935561608214,49.2686371431454,41.5,111.86,72.9283489096573,86.69,108.56,108.82,90.9090909090909,"Baldwin County, Alabama"
"01005",25259,11667,2964,8.62418614579998,25.6161663357084,39.3,67.9751607895321,43.0609925495643,8.59804155720086,13.4941485550513,27.623,31.6585105867532,35.0392464678179,22.9143977346983,38.3249836636898,40.2,74.3,7.97507788161994,128.11,93.71,77.16,7.57575757575758,"Barbour County, Alabama"
"01007",22412,9013,1440,9.70681893049303,21.9506262921075,39.9,64.9775784753363,39.4802903860506,9.35515388373229,6.96140693698095,28.108,33.2133311514755,46.252380952381,19.2473390775469,48.0613279270147,39.5,85.16,19.2523364485981,119.89,92.69,92.88,18.1818181818182,"Bibb County, Alabama"
"01009",58884,24527,532,6.01300108342362,28.24616399934,40.6,71.0041807364528,31.4465235483782,7.5440174784732,5.08503619928887,35.567,39.6385824923727,49.638071769598,17.2839002082398,50.4675186803315,41.2,106.15,61.9003115264798,100.59,112.66,108.63,86.3636363636364,"Blount County, Alabama"
"01011",10386,4522,404,2.9979674796748,19.8795180722892,41.4,74.4318181818182,35.0753150937596,5.93858632676709,12.9490150637312,27.256,40.3395212506107,37.7343438372557,22.5788599889319,36.0542335362479,40.1,88.81,25.202492211838,105.21,120.15,73.33,33.3333333333333,"Bullock County, Alabama"
"01013",19181,9842,297,6.54320987654321,26.6287828730012,39.8,67.5741620649801,30.720640569395,7.08242358078603,10.9852620087336,27.892,35.9900210084034,42.0674347320579,24.5179781136008,37.0766023970818,39.6,85.72,20.0934579439252,108.7,99.02,78.83,19.6969696969697,"Butler County, Alabama"
"01015",116425,53112,3008,6.9655860161439,30.148961750861,39.6,65.6961805220146,29.6190035896878,9.46776817595977,10.9383253396438,30.506,37.5120847365793,44.546474317168,21.3291699449253,42.6509638080252,39,90.43,28.2554517133956,111.83,96.53,92.33,40.9090909090909,"Calhoun County, Alabama"
"01017",34834,16433,537,3.15354774120886,26.3406124822328,40.6,70.1954088408272,26.5706988623172,8.84882680795431,8.04376247161632,30.253,40.866622007545,43.667324205152,22.6894313531819,39.9040496684069,39.5,97.1,41.214953271028,96.18,110.92,85.69,58.3333333333333,"Chambers County, Alabama"
"01019",24975,14734,259,4.6998151211443,32.0808658362263,39.1,70.2462177395432,32.9732237539767,7.45997865528282,7.08644610458911,33.593,35.5995768823925,46.7702139707964,20.2215155170523,42.3621011075776,43.6,98.17,43.6448598130841,101.41,104.11,98.16,65.1515151515152,"Cherokee County, Alabama"
"01021",44857,19407,434,6.39716387110429,23.0808366308649,41.4,69.896398089001,32.5598233356261,10.6089139987445,8.44604234434743,34.243,38.2911844549221,45.7864348138662,18.488140101973,47.7721126136112,41.3,96.75,40.6230529595016,110.84,112.91,98.98,56.0606060606061,"Chilton County, Alabama"
"01023",12792,7132,159,6.05311920938851,22.7481919789612,41.5,62.0229790726303,36.8325557283567,8.44872095752171,4.83454588124853,31.006,30.0225733634311,36.4145437337329,21.5421946616339,46.7241844162847,42.3,86.94,22.1806853582555,105.58,94.53,87.13,25.7575757575758,"Choctaw County, Alabama"
"01025",23346,11788,318,12.2171945701357,26.3946606220879,39.7,69.762964745518,41.5787993814143,7.20450281425891,10.0687929956223,30.901,32.993522353191,41.7204487373847,20.9873904680487,46.3026287668305,42.3,83.6,16.8224299065421,128.61,101.56,92.23,13.6363636363636,"Clarke County, Alabama"
"01027",14184,7009,222,6.09714088873579,32.0080986563593,39.7,70.0410396716826,32.1892393320965,6.64586010648063,7.06811088672664,31.63,36.7348715716152,48.0814745750556,19.8011165387299,43.6845778087927,42.6,98.62,44.4236760124611,102.89,106.26,98.69,68.1818181818182,"Clay County, Alabama"
"01029",15046,6792,154,4.47167936402782,29.5423023578363,40.5,66.3069737477855,31.8366450762982,10.6602598327104,5.74835379960847,35.197,35.7506043177461,48.5001006643849,17.5503711558855,47.932131495228,41.3,100.62,49.5015576323988,102.34,101.62,106.21,71.2121212121212,"Cleburne County, Alabama"
"01031",53043,23934,579,4.77525773195876,32.2156354205261,39.7,68.764316355004,27.2151323168329,9.93918489606971,7.58373422891894,34.493,41.5488761232808,36.8971801454018,21.2065911652622,43.6476839675809,40.1,98.15,43.582554517134,101.1,106.77,93.88,63.6363636363636,"Coffee County, Alabama"
"01033",56789,27496,417,3.7554719299593,32.3549406166273,39.9,76.5654110976104,29.3056549749463,6.26087694723885,6.63016257056751,34.981,42.7944943771438,52.3230853838103,20.9148513019749,42.976735581148,40.1,108.84,67.6947040498442,94.34,119.89,102.04,87.8787878787879,"Colbert County, Alabama"
"01035",11778,6469,38,4.67136150234742,22.6298941147501,40.3,75.766494971793,41.8319303752318,11.6937598321972,2.64813843733613,30.184,33.3711457151696,41.6098807495741,22.0853296828656,37.4857403604837,38.1,88.06,24.1744548286604,107.45,108.1,81.07,27.2727272727273,"Conecuh County, Alabama"
"01037",10442,6064,377,3.31863541424925,21.875,39.4,64.759516754046,32.2156983930779,7.46076665809107,2.98430666323643,28.071,33.4599910594546,46.8335494165753,20.9030544488712,42.6029216467464,44,93.59,33.8629283489097,92.12,95.71,86.93,46.969696969697,"Coosa County, Alabama"
"01039",37490,18627,705,7.03144190616556,31.2487591820528,39.7,73.0413244687785,31.0626825432487,7.11668928086839,8.97557666214383,32.239,38.9568106312292,46.9747331441697,21.2788181750354,39.7895993434306,41.2,96.54,40.1557632398754,107.36,111.29,93.43,54.5454545454545,"Covington County, Alabama"
"01041",13300,6544,187,4.67677862044059,23.2918660287081,38.9,61.5169064076219,33.6596852150204,7.06510983574114,5.81832574708094,32.5,32.837926817797,42.6372616586262,19.6774193548387,41.7996604414261,40.8,90.2,27.7570093457944,99.64,84.94,89.99,39.3939393939394,"Crenshaw County, Alabama"
"01043",87129,38859,1088,4.39772924465158,27.5393511915567,39.4,68.6847651545564,26.0981624668558,9.35856992639327,6.19015994244286,31.437,40.7074701280839,47.5481002986733,18.6577965818627,48.6973222735623,40.5,102.36,53.5202492211838,96.75,105.04,100.82,75.7575757575758,"Cullman County, Alabama"
"01045",49443,22790,1391,7.17179156693058,28.1373165019706,40.3,71.88972667295,31.1195507514526,11.0059734630227,8.01924195168367,31.13,40.6293831127432,32.6006852414506,22.2963615762306,41.1620294599018,38.2,89.58,26.6666666666667,111.43,110.44,83.27,36.3636363636364,"Dale County, Alabama"
"01047",39162,19037,535,8.51694130716534,26.4723740133576,39.7,68.2352164730729,35.8726934145929,5.13331500824629,10.1017042330951,27.1,35.7952515508786,36.3991367793649,23.8789589212919,35.8105989338351,39.5,81.93,14.8598130841121,113.32,99.25,74.88,12.1212121212121,"Dallas County, Alabama"
"01049",71554,30647,934,4.25191815856778,27.2672592394573,38.6,69.087191663369,31.4401989599819,5.78295289147645,11.4097057048529,29.498,38.9900280350616,42.7802728582324,18.6164570389453,40.98348234581,40.5,93.67,33.98753894081,102.98,100.65,90.5,48.4848484848485,"DeKalb County, Alabama"
"01051",87146,36425,4467,4.68497576736672,37.4748224318881,40.4,74.2877420663084,30.1450147847796,7.02704180679736,6.17395346293714,37.884,43.3223312900967,53.5052337838003,18.2898415657036,49.2602516309413,39.9,113.91,76.791277258567,97.43,118.97,116.02,93.9393939393939,"Elmore County, Alabama"
"01053",36879,16672,2838,9.76051239209134,24.7338373707761,39.3,72.4505928853755,44.5272759165059,8.36640736624861,13.8990315923162,30.595,33.0988547932171,44.4098740790748,22.4941211052322,40.5496766607878,40.9,79.87,12.5545171339564,132.04,102.34,86.11,10.6060606060606,"Escambia County, Alabama"
"01055",103468,47329,1191,6.11349957007739,29.0805808786477,39.2,67.4585732495275,28.8931255957869,6.72668107645899,8.86439752024893,29.958,38.4540819989948,45.4969246340704,21.3235878287122,41.1456264399778,40.6,94.16,35.1090342679128,102.99,100.24,90.52,50,"Etowah County, Alabama"
"01057",16365,7836,286,9.3304535637149,23.5023041474654,38.3,64.9221849252365,33.7979797979798,4.57699933906147,10.9550561797753,30.155,33.9909977494374,42.1081882178585,20.1816805450416,44.9356548069644,41.6,85.99,20.4984423676012,114.03,89.52,89.86,22.7272727272727,"Fayette County, Alabama"
"01059",32034,13930,201,4.62224822643165,24.8063798788436,40.2,78.3075089392133,30.9678082896225,4.50981976885153,5.58474096823729,30.059,43.7654196157735,45.8003766478343,19.8409340891784,41.534816820374,40.7,103.9,56.9470404984424,93.86,125.23,90.12,80.3030303030303,"Franklin County, Alabama"
"01061",26604,12495,219,3.44322344322344,30.3767286599905,40.5,70.8069771899559,34.763036138552,11.5183246073298,13.1403346678986,30.574,36.1627252252252,37.3850945833017,20.6414899120538,41.4071391619245,41,88.73,25.0778816199377,113.44,108.08,88.63,31.8181818181818,"Geneva County, Alabama"
